lab_message_id,snapshot_id,raw_id,dataset_message_id,telegram_chat_id,chat_id,chat_title,topic_id,thread_id,topic_title,reply_to,timestamp,primary_class,classifier_route,route,route_reason,risk,material_type_hint,confidence,marker_id,domains,model_names,error_codes,length_tokens,has_link,has_api_terms,has_code,preview
msg-00104,snapshot-2e5c3804a503,25646,25646,-1001594483330,-1001594483330,,1,1,Флуд,,2026-06-30T11:34:38+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,49,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-00108,snapshot-2e5c3804a503,25640,25640,-1002000358371,-1002000358371,,6457131008,6457131008,,,2026-06-30T11:34:08+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-00151,snapshot-2e5c3804a503,25598,25598,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:30:09+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Boris Sorokin, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о "
msg-00152,snapshot-2e5c3804a503,25595,25595,-1001750092257,-1001750092257,,32302432256,32302432256,,,2026-06-30T11:29:52+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, @viktoriatsygankova! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди он"
msg-00170,snapshot-2e5c3804a503,25574,25574,-1001870785614,-1001870785614,,1,1,,,2026-06-30T11:27:08+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-00198,snapshot-2e5c3804a503,25545,25545,-1001750348316,-1001750348316,,533337210880,533337210880,,,2026-06-30T11:15:48+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,53,false,false,false,"@Timsisss Добро пожаловать! Этот чат станет для тебя теплой ламповой пещерой, где ты сможешь пообщаться на (почти) любые темы. Не стесняйся задавать вопросы, но возможно стоит сразу пойти в тематический чат. Если что, мы перенаправим тебя в нужную микростаю, где ты получишь необх"
msg-00213,snapshot-2e5c3804a503,25531,25531,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:14:56+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,21,false,false,false,"⛔ dim 96 a nf, тебя заблокировали (Lols Ban) Пользователь отмечен к глобальной блокировке в боте (Lols ban) — подробнее о том, что делать в таком случае, можно почитать по ссылке."
msg-00228,snapshot-2e5c3804a503,25511,25511,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:13:12+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,28,false,false,false,"⛔ Александра, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-00235,snapshot-2e5c3804a503,25502,25502,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:11:53+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,93,false,false,false,"Александра, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о ваш"
msg-00291,snapshot-2e5c3804a503,25447,25447,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:03:36+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,28,false,false,false,"⛔ Маргарита, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-00292,snapshot-2e5c3804a503,25446,25446,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:03:35+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,93,false,false,false,"Маргарита, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о ваше"
msg-00298,snapshot-2e5c3804a503,25439,25439,-1001204511390,-1001204511390,,1,1,,,2026-06-30T11:02:32+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,93,false,false,false,"Маргарита, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о ваше"
msg-00334,snapshot-2e5c3804a503,25400,25400,-1001204511390,-1001204511390,,1,1,,,2026-06-30T10:56:41+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,29,false,false,false,"⛔ Carl Alvarado, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-00342,snapshot-2e5c3804a503,25393,25393,-1001204511390,-1001204511390,,1,1,,,2026-06-30T10:55:30+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Carl Alvarado, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о "
msg-00501,snapshot-2e5c3804a503,25226,25226,-1001204511390,-1001204511390,,1,1,,,2026-06-30T10:14:58+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,29,false,false,false,"⛔ Vhhdf Ccvb, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-00502,snapshot-2e5c3804a503,25225,25225,-1001204511390,-1001204511390,,1,1,,,2026-06-30T10:14:29+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Vhhdf Ccvb, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о ваш"
msg-00503,snapshot-2e5c3804a503,25224,25224,-1001204511390,-1001204511390,,1,1,,,2026-06-30T10:14:19+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Vhhdf Ccvb, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о ваш"
msg-00527,snapshot-2e5c3804a503,25194,25194,-1002922797592,-1002922797592,,1,1,Основной,,2026-06-30T10:02:36+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,BADSHAH,9,false,false,false,"BADSHAH, прежде чем писать в этом чате, подтвердите, что ознакомились с правилами."
msg-00611,snapshot-2e5c3804a503,25110,25110,-1001204511390,-1001204511390,,1,1,,,2026-06-30T09:49:47+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,41,false,false,false,"⛔ Чеширский Кот, тебя заблокировали (antifolder) Сообщение обещает быстрый доход без объяснений, часто используется в мошеннических схемах. (посмотреть сообщение) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых вхо"
msg-00612,snapshot-2e5c3804a503,25109,25109,-1001204511390,-1001204511390,,1,1,,,2026-06-30T09:49:46+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Чеширский Кот, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о "
msg-00690,snapshot-2e5c3804a503,25030,25030,-1001594483330,-1001594483330,,1,1,Флуд,,2026-06-30T09:40:30+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,49,false,false,false,"Добро пожаловать в стаю, @meruslano77! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-00692,snapshot-2e5c3804a503,25028,25028,-1001689325273,-1001689325273,,1,1,,,2026-06-30T09:40:09+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, @meruslano77! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-00699,snapshot-2e5c3804a503,25020,25020,-1001204511390,-1001204511390,,1,1,,,2026-06-30T09:38:46+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Wilfred Bennett, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / "
msg-00703,snapshot-2e5c3804a503,25016,25016,-1002922797592,-1002922797592,,1,1,Основной,,2026-06-30T09:37:42+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,9,false,false,false,"Kirill, прежде чем писать в этом чате, подтвердите, что ознакомились с правилами."
msg-00712,snapshot-2e5c3804a503,25004,25004,-1001204511390,-1001204511390,,1,1,,,2026-06-30T09:35:29+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,93,false,false,false,"Лорка, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о вашей ко"
msg-00728,snapshot-2e5c3804a503,24989,24989,-1002165514145,-1002165514145,,771286368256,771286368256,,,2026-06-30T09:18:02+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,app.prntscr.com,,,65,true,false,false,"R Praveen, перед тем как писать в чат - прочитай правила 1. Запрещено отправлять ФОТО экрана, отправляй только скриншоты. Их можно сделать по кнопке Prtscn или через приложение https://app.prntscr.com 2. Запрещено спамить реф ссылками (нативно, с качественным текстом один раз отп"
msg-00730,snapshot-2e5c3804a503,24986,24986,-1001870785614,-1001870785614,,1,1,,,2026-06-30T09:16:36+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, @pUUNBZ! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг по с"
msg-00734,snapshot-2e5c3804a503,24982,24982,-1002165514145,-1002165514145,,771285319680,771285319680,,,2026-06-30T09:13:58+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,app.prntscr.com,,,65,true,false,false,"Nelaveni, перед тем как писать в чат - прочитай правила 1. Запрещено отправлять ФОТО экрана, отправляй только скриншоты. Их можно сделать по кнопке Prtscn или через приложение https://app.prntscr.com 2. Запрещено спамить реф ссылками (нативно, с качественным текстом один раз отпр"
msg-00870,snapshot-2e5c3804a503,24839,24839,-1002165514145,-1002165514145,,771201433600,771201433600,,,2026-06-30T08:46:51+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,6,false,false,false,да так похуй на бан этот будто
msg-00888,snapshot-2e5c3804a503,24820,24820,-1002165514145,-1002165514145,,771201433600,771201433600,,,2026-06-30T08:44:24+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,8,false,false,false,"залетел сразу покидал, ибо мне похуй на бан"
msg-00902,snapshot-2e5c3804a503,24807,24807,-1001204511390,-1001204511390,,1,1,,,2026-06-30T08:43:08+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,29,false,false,false,"⛔ Чеширский Кот, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-00936,snapshot-2e5c3804a503,24772,24772,-1001750092257,-1001750092257,,32300335104,32300335104,,,2026-06-30T08:39:51+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-00987,snapshot-2e5c3804a503,24715,24715,-1001204511390,-1001204511390,,1,1,,,2026-06-30T08:34:34+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,93,false,false,false,"Арина, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о вашей ко"
msg-01013,snapshot-2e5c3804a503,24687,24687,-1001780920546,-1001780920546,,1,1,,,2026-06-30T08:30:48+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-01053,snapshot-2e5c3804a503,24637,24637,-1001689325273,-1001689325273,,1,1,,,2026-06-30T08:16:45+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, @boosty_support_1! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбо"
msg-01065,snapshot-2e5c3804a503,24625,24625,-1001204511390,-1001204511390,,1,1,,,2026-06-30T08:13:40+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,96,false,false,false,"José Luis Nuñez, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / "
msg-01070,snapshot-2e5c3804a503,24619,24619,-1001204511390,-1001204511390,,1,1,,,2026-06-30T08:12:11+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,29,false,false,false,"⛔ Чеширский Кот, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-01131,snapshot-2e5c3804a503,24553,24553,-1001204511390,-1001204511390,,1,1,,,2026-06-30T07:53:04+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,93,false,false,false,"Ева, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о вашей комп"
msg-01142,snapshot-2e5c3804a503,24544,24544,-1001494296252,-1001494296252,,1,1,,,2026-06-30T07:50:51+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,45,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-01344,snapshot-2e5c3804a503,24332,24332,-1001204511390,-1001204511390,,1,1,,,2026-06-30T07:24:30+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Чеширский Кот, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о "
msg-01705,snapshot-2e5c3804a503,23964,23964,-1002000358371,-1002000358371,,6455033856,6455033856,,,2026-06-30T07:06:48+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-01707,snapshot-2e5c3804a503,23961,23961,-1001843792932,-1001843792932,,1,1,,,2026-06-30T07:06:45+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, @boosty_support_1! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбо"
msg-01794,snapshot-2e5c3804a503,23869,23869,-1001879618621,-1001879618621,,10157555712,10157555712,,,2026-06-30T07:03:18+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-01891,snapshot-2e5c3804a503,23768,23768,-1001750348316,-1001750348316,,533308899328,533308899328,,,2026-06-30T06:54:51+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,53,false,false,false,"пользователь Добро пожаловать! Этот чат станет для тебя теплой ламповой пещерой, где ты сможешь пообщаться на (почти) любые темы. Не стесняйся задавать вопросы, но возможно стоит сразу пойти в тематический чат. Если что, мы перенаправим тебя в нужную микростаю, где ты получишь не"
msg-01908,snapshot-2e5c3804a503,23749,23749,-1001204511390,-1001204511390,,1,1,,,2026-06-30T06:44:29+00:00,MODERATION_BOT_EVENT,HARD_NO_MATERIAL,REJECT_SAFE,moderation_or_ban_bot_event;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.930,rules_onboarding_marker,,,,29,false,false,false,"⛔ Чеширский Кот, тебя заблокировали (antifolder) Пользователь попытался вступить через общую папку с чатами — приём, которым часто пользуются спамеры для массовых входов сразу в несколько сотен чатов. Согласно настройкам группы такой способ вступления заблокирован."
msg-01909,snapshot-2e5c3804a503,23747,23747,-1001865343531,-1001865343531,,4677697536,4677697536,,,2026-06-30T06:44:21+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,40,false,false,false,"Добро пожаловать в стаю, пользователь! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг"
msg-01921,snapshot-2e5c3804a503,23734,23734,-1001594483330,-1001594483330,,1,1,Флуд,,2026-06-30T06:42:01+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,49,false,false,false,"Добро пожаловать в стаю, @nttcvr! Помощник ОМ — это твой путеводитель по сообществу. Внутри ты найдешь: - базу знаний - список всех доступных чатов и ресурсов - контакты поддержки, где всегда можно задать вопрос - карту всего вышедшего контента ❗️Обязательно пройди онбординг по с"
msg-01979,snapshot-2e5c3804a503,23670,23670,-1001204511390,-1001204511390,,1,1,,,2026-06-30T06:20:45+00:00,RULES_ONBOARDING,HARD_NO_MATERIAL,REJECT_SAFE,rules_or_onboarding_template;hard_rule_never_material_rules_onboarding_or_moderation,LOW,NONE,0.960,rules_onboarding_marker,,,,94,false,false,false,"Чеширский Кот, приветствуем вас в группе Russian IT in Dubai, в которой обсуждается всё, что может быть интересно русскоязычным представителям IT-индустрии, уже работающим или планирующим переезд в Объединённые Арабские Эмираты. ВАЖНО: При добавлении в группу напишите о себе / о "
